id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag
68416953,1500.0,1500.0,1500.0,36 months,6.49,45.97,A,A2,,,MORTGAGE,45000.0,Not Verified,Dec-2015,Fully Paid,n,vacation,Vacation,HI,16.11,0.0,Dec-1987,745.0,749.0,0.0,39.0,,12.0,0.0,3717.0,21.2,37.0,w,0.0,0.0,1598.9833648168000,1598.98,1500.0,98.98,0.0,0.0,0.0,Apr-2017,956.75,,Mar-2019,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,158643.0,3.0,2.0,1.0,2.0,3.0,14683.0,81.0,3.0,5.0,3382.0,52.0,17500.0,0.0,1.0,1.0,8.0,15864.0,8818.0,27.7,0.0,0.0,123.0,336.0,6.0,3.0,4.0,6.0,39.0,12.0,39.0,0.0,1.0,3.0,4.0,15.0,8.0,9.0,25.0,3.0,12.0,0.0,0.0,0.0,4.0,97.2,0.0,0.0,0.0,179105.0,18400.0,12200.0,18050.0,N,Cash,N
68587652,25000.0,25000.0,25000.0,36 months,5.32,752.87,A,A1,Director,1 year,MORTGAGE,150000.0,Not Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,VT,9.54,0.0,Feb-1996,795.0,799.0,0.0,,,7.0,0.0,19339.0,42.5,18.0,w,0.0,0.0,27033.110864247400,27033.11,25000.0,2033.11,0.0,0.0,0.0,Dec-2018,752.86,,Dec-2018,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,430856.0,1.0,2.0,0.0,0.0,28.0,25447.0,6.0,1.0,1.0,19339.0,34.0,45500.0,0.0,7.0,0.0,1.0,61551.0,24661.0,44.0,0.0,0.0,166.0,238.0,4.0,4.0,7.0,73.0,,,,0.0,1.0,1.0,3.0,3.0,4.0,4.0,7.0,1.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,512381.0,44786.0,44000.0,51081.0,N,Cash,N
68407333,16250.0,16250.0,16250.0,60 months,13.44,373.41,C,C3,Radiology Tech.,2 years,MORTGAGE,50000.0,Not Verified,Dec-2015,Current,n,debt_consolidation,Debt consolidation,NY,34.95,0.0,Apr-1990,690.0,694.0,0.0,,,15.0,0.0,27336.0,94.9,21.0,w,7245.32,7245.32,14159.25,14159.25,9004.68,5154.57,0.0,0.0,0.0,Feb-2019,373.41,Apr-2019,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,201184.0,0.0,10.0,0.0,0.0,38.0,50801.0,94.0,0.0,1.0,9937.0,95.0,28800.0,1.0,1.0,1.0,2.0,13412.0,350.0,98.7,0.0,0.0,194.0,308.0,17.0,8.0,2.0,17.0,,9.0,,0.0,3.0,4.0,3.0,4.0,13.0,4.0,6.0,4.0,15.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,206555.0,78137.0,27300.0,53905.0,N,Cash,N
68466066,20200.0,20200.0,20200.0,60 months,18.49,518.35,D,D5,Manager,4 years,RENT,60000.0,Source Verified,Dec-2015,Charged Off,n,debt_consolidation,Debt consolidation,CA,34.84,0.0,Jun-2004,720.0,724.0,0.0,,86.0,10.0,1.0,8284.0,40.6,16.0,w,0.0,0.0,9278.43,9278.43,4258.61,5019.82,0.0,0.0,0.0,Jul-2017,518.35,,Nov-2017,564.0,560.0,0.0,,1.0,Individual,,,,0.0,0.0,43224.0,0.0,4.0,2.0,3.0,7.0,34940.0,54.0,2.0,3.0,8284.0,51.0,20400.0,2.0,2.0,1.0,6.0,4322.0,9516.0,46.5,0.0,0.0,138.0,74.0,7.0,7.0,0.0,16.0,,9.0,,0.0,1.0,1.0,4.0,6.0,7.0,6.0,9.0,1.0,10.0,0.0,0.0,0.0,4.0,100.0,25.0,1.0,0.0,84627.0,43224.0,17800.0,64227.0,N,Cash,N
68436934,23975.0,23975.0,23975.0,60 months,19.89,633.73,E,E3,Principal,10+ years,RENT,70000.0,Not Verified,Dec-2015,Charged Off,n,credit_card,Credit card refinancing,VA,33.2,0.0,Jun-1995,685.0,689.0,1.0,,,10.0,0.0,44807.0,94.9,19.0,w,0.0,0.0,3928.86,3928.86,1478.13,2450.73,0.0,0.0,0.0,Jul-2016,633.73,,Feb-2017,519.0,515.0,0.0,,1.0,Individual,,,,0.0,0.0,57655.0,1.0,1.0,0.0,1.0,24.0,6234.0,30.0,1.0,1.0,9973.0,77.0,47200.0,0.0,0.0,1.0,2.0,6406.0,1249.0,97.2,0.0,0.0,24.0,240.0,4.0,4.0,3.0,52.0,,4.0,,0.0,5.0,7.0,6.0,7.0,1.0,8.0,14.0,7.0,10.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,74779.0,57655.0,44400.0,20800.0,N,Cash,N
68617057,15000.0,15000.0,15000.0,60 months,10.78,324.5,B,B4,Senior Buyer,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,AL,29.28,0.0,Aug-2001,720.0,724.0,0.0,,,18.0,0.0,24723.0,69.8,32.0,w,0.0,0.0,18520.2766026076,18520.28,15000.0,3520.28,0.0,0.0,0.0,Feb-2019,2536.24,,Mar-2019,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,224194.0,0.0,7.0,1.0,1.0,10.0,71557.0,81.0,1.0,2.0,8415.0,76.0,35400.0,0.0,1.0,1.0,3.0,12455.0,4286.0,84.9,0.0,0.0,172.0,171.0,12.0,10.0,1.0,12.0,,10.0,,0.0,6.0,7.0,7.0,12.0,14.0,10.0,17.0,7.0,18.0,0.0,0.0,0.0,2.0,100.0,71.4,0.0,0.0,256635.0,96280.0,28400.0,83810.0,N,Cash,N
68536799,10000.0,10000.0,10000.0,36 months,10.78,326.35,B,B4,Lpn,3 years,MORTGAGE,41600.0,Not Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,IN,15.78,0.0,Oct-2004,695.0,699.0,0.0,,,18.0,0.0,12958.0,52.5,33.0,w,0.0,0.0,11289.950688135400,11289.95,10000.0,1289.95,0.0,0.0,0.0,Jul-2017,5756.97,,Dec-2018,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,168304.0,2.0,9.0,2.0,3.0,2.0,27723.0,94.0,0.0,2.0,4958.0,75.0,24700.0,2.0,4.0,2.0,5.0,9350.0,4617.0,66.8,0.0,0.0,134.0,124.0,16.0,2.0,2.0,16.0,,7.0,,0.0,2.0,5.0,3.0,4.0,16.0,8.0,15.0,5.0,18.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,190694.0,40681.0,13900.0,29512.0,N,Cash,N
68357012,15000.0,15000.0,15000.0,36 months,8.49,473.45,B,B1,Senior Associate,6 years,MORTGAGE,110000.0,Not Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,NJ,13.24,0.0,Dec-2002,670.0,674.0,0.0,,71.0,16.0,1.0,19029.0,41.4,33.0,w,0.0,0.0,15657.93,15657.93,15000.0,657.93,0.0,0.0,0.0,Jul-2016,13308.37,,May-2018,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,327836.0,0.0,2.0,0.0,1.0,14.0,8820.0,42.0,3.0,5.0,10538.0,42.0,46000.0,2.0,0.0,3.0,7.0,20490.0,10457.0,62.9,0.0,0.0,142.0,150.0,7.0,7.0,4.0,18.0,,11.0,,0.0,5.0,8.0,5.0,10.0,3.0,13.0,24.0,8.0,16.0,0.0,0.0,0.0,4.0,100.0,20.0,1.0,0.0,369112.0,27849.0,28200.0,21124.0,N,Cash,N
68376217,23100.0,23100.0,23100.0,60 months,20.5,618.46,E,E4,Regional Sales Direcdtor,2 years,OWN,110000.0,Not Verified,Dec-2015,Charged Off,n,car,Car financing,DE,20.43,0.0,Aug-1986,660.0,664.0,0.0,47.0,,11.0,0.0,20594.0,94.9,24.0,w,0.0,0.0,5305.12,5305.12,1158.07,1868.46,0.0,2278.59,410.1462,Jun-2016,618.46,,Dec-2016,584.0,580.0,0.0,47.0,1.0,Individual,,,,0.0,1105.0,55048.0,1.0,3.0,0.0,0.0,25.0,34454.0,43.0,3.0,5.0,4871.0,54.0,21700.0,3.0,0.0,9.0,5.0,5505.0,1106.0,94.9,0.0,0.0,159.0,352.0,3.0,3.0,2.0,3.0,47.0,0.0,47.0,1.0,5.0,5.0,8.0,11.0,10.0,8.0,12.0,6.0,11.0,0.0,0.0,0.0,3.0,87.5,85.7,0.0,0.0,102524.0,55048.0,21700.0,80824.0,N,Cash,N
68526942,27300.0,27300.0,27300.0,36 months,17.27,977.0,D,D3,groundsman,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Charged Off,n,home_improvement,Home improvement,NY,25.63,0.0,Nov-2002,660.0,664.0,0.0,,,14.0,0.0,31035.0,83.0,38.0,w,0.0,0.0,8727.52,8727.52,5569.98,3157.54,0.0,0.0,0.0,Oct-2016,977.0,,May-2018,524.0,520.0,0.0,,1.0,Individual,,,,0.0,0.0,238105.0,0.0,1.0,0.0,2.0,16.0,29947.0,81.0,2.0,3.0,9413.0,82.0,37400.0,2.0,2.0,3.0,7.0,18316.0,3924.0,87.7,0.0,0.0,150.0,157.0,11.0,9.0,2.0,17.0,,8.0,,0.0,7.0,9.0,7.0,17.0,5.0,11.0,31.0,9.0,14.0,0.0,0.0,0.0,3.0,100.0,85.7,0.0,0.0,253900.0,60982.0,32000.0,37192.0,N,Cash,N
68396080,25000.0,25000.0,25000.0,60 months,11.48,549.57,B,B5,Project Manager,10+ years,MORTGAGE,135000.0,Not Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,TX,4.65,0.0,Oct-2004,705.0,709.0,0.0,47.0,,16.0,0.0,7340.0,13.5,33.0,w,0.0,0.0,26482.58,26482.58,25000.0,1482.58,0.0,0.0,0.0,Jul-2016,23774.59,,Jan-2019,709.0,705.0,0.0,47.0,1.0,Individual,,,,0.0,0.0,23522.0,0.0,1.0,1.0,2.0,7.0,16182.0,91.0,2.0,6.0,2990.0,33.0,54400.0,1.0,1.0,5.0,9.0,1470.0,38700.0,15.5,0.0,0.0,134.0,100.0,7.0,7.0,5.0,10.0,,3.0,,1.0,3.0,4.0,11.0,13.0,6.0,15.0,21.0,4.0,16.0,0.0,0.0,0.0,4.0,97.0,0.0,0.0,0.0,72150.0,23522.0,45800.0,17750.0,N,Cash,N
68385794,15000.0,15000.0,15000.0,36 months,10.78,489.52,B,B4,Coaching General Manager,1 year,RENT,40000.0,Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,TX,10.17,0.0,Oct-2006,670.0,674.0,0.0,,,7.0,0.0,12272.0,75.3,9.0,w,0.0,0.0,17653.9020923722,17653.9,15000.0,2653.9,0.0,0.0,0.0,Nov-2018,1464.61,,Dec-2018,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,12272.0,2.0,0.0,0.0,0.0,,0.0,,2.0,2.0,4917.0,75.0,16300.0,0.0,0.0,0.0,2.0,2045.0,347.0,96.6,0.0,0.0,,110.0,3.0,3.0,0.0,3.0,,21.0,,0.0,4.0,6.0,4.0,4.0,0.0,7.0,9.0,6.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,16300.0,12272.0,10300.0,0.0,N,Cash,N
68374676,10000.0,10000.0,10000.0,60 months,16.59,246.33,D,D2,Emergency Department technician ,< 1 year,RENT,30000.0,Source Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,OH,30.84,0.0,Sep-2000,715.0,719.0,2.0,78.0,91.0,19.0,1.0,6118.0,26.6,36.0,w,0.0,0.0,10757.52,10757.52,10000.0,757.52,0.0,0.0,0.0,Jun-2016,9795.24,,Apr-2018,559.0,555.0,0.0,78.0,1.0,Individual,,,,0.0,0.0,65214.0,2.0,14.0,1.0,3.0,5.0,59096.0,94.0,1.0,1.0,4807.0,76.0,23000.0,5.0,0.0,7.0,4.0,3432.0,15310.0,28.1,0.0,0.0,183.0,162.0,3.0,3.0,0.0,3.0,,1.0,,1.0,3.0,4.0,3.0,5.0,28.0,4.0,8.0,4.0,19.0,0.0,0.0,0.0,2.0,96.9,0.0,1.0,0.0,85929.0,65214.0,21300.0,62929.0,N,Cash,N
68547679,18500.0,18500.0,18500.0,60 months,12.88,419.8,C,C2,Supply Chain Coord.,10+ years,MORTGAGE,70000.0,Source Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,TX,13.2,0.0,Jun-2002,675.0,679.0,1.0,45.0,,9.0,0.0,15883.0,57.8,19.0,w,0.0,0.0,21912.0029878217,21912.0,18500.0,3412.0,0.0,0.0,0.0,Aug-2017,14388.69,,Aug-2017,724.0,720.0,0.0,86.0,1.0,Individual,,,,0.0,0.0,123863.0,1.0,2.0,1.0,2.0,11.0,12681.0,71.0,2.0,3.0,5431.0,63.0,27500.0,0.0,0.0,2.0,5.0,13763.0,11617.0,57.8,0.0,0.0,154.0,162.0,3.0,3.0,2.0,3.0,86.0,2.0,86.0,1.0,6.0,6.0,6.0,11.0,4.0,6.0,13.0,6.0,9.0,0.0,0.0,0.0,3.0,89.5,16.7,0.0,0.0,143748.0,28564.0,27500.0,17944.0,N,Cash,N
68537594,5000.0,5000.0,5000.0,36 months,7.91,156.48,A,A5,Property Manager,6 years,RENT,32000.0,Source Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,OH,13.73,0.0,Feb-2012,685.0,689.0,0.0,,50.0,7.0,1.0,5552.0,41.1,10.0,w,0.0,0.0,5627.559926072000,5627.56,5000.0,627.56,0.0,0.0,0.0,Jan-2019,156.25,,Mar-2019,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,11665.0,0.0,1.0,0.0,1.0,13.0,6113.0,75.0,0.0,4.0,2361.0,54.0,13500.0,1.0,1.0,1.0,5.0,1666.0,5787.0,42.7,0.0,0.0,13.0,46.0,16.0,13.0,0.0,17.0,,11.0,,0.0,4.0,5.0,4.0,5.0,1.0,6.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,21690.0,11665.0,10100.0,8190.0,N,Cash,N
68565856,9000.0,9000.0,9000.0,36 months,9.17,286.92,B,B2,Truck Driver,1 year,OWN,50000.0,Not Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,KS,11.98,0.0,Jun-2001,800.0,804.0,2.0,,,5.0,0.0,7518.0,48.5,11.0,w,0.0,0.0,10232.9087061272,10232.91,9000.0,1232.91,0.0,0.0,0.0,Jan-2019,167.11,,Jan-2019,589.0,585.0,0.0,,1.0,Individual,,,,0.0,0.0,40272.0,1.0,1.0,0.0,0.0,37.0,6600.0,40.0,1.0,1.0,7392.0,44.0,15500.0,1.0,0.0,2.0,1.0,8054.0,7982.0,48.5,0.0,0.0,165.0,174.0,4.0,4.0,2.0,4.0,,0.0,,0.0,2.0,2.0,3.0,5.0,3.0,3.0,6.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,69818.0,14118.0,15500.0,16318.0,N,Cash,N
68367006,11000.0,11000.0,11000.0,36 months,6.49,337.09,A,A2,material handler lead,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,MA,15.0,0.0,Apr-2005,755.0,759.0,0.0,,,12.0,0.0,9488.0,20.1,31.0,w,0.0,0.0,11513.41,11513.41,11000.0,513.41,0.0,0.0,0.0,Oct-2016,8826.61,,Feb-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,32193.0,0.0,2.0,0.0,1.0,17.0,22705.0,52.0,0.0,2.0,3906.0,35.0,47300.0,1.0,2.0,2.0,3.0,2927.0,13312.0,41.6,0.0,0.0,128.0,121.0,18.0,17.0,0.0,45.0,,0.0,,0.0,3.0,3.0,5.0,10.0,8.0,10.0,21.0,3.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,90996.0,32193.0,22800.0,43696.0,N,Cash,N
68426699,20000.0,20000.0,20000.0,36 months,6.49,612.89,A,A2,"TEAM LEAD, QUALITY ENGINEER",6 years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,TN,29.15,0.0,Sep-1994,750.0,754.0,0.0,74.0,,9.0,0.0,4851.0,23.8,23.0,w,0.0,0.0,22045.971550316,22045.97,20000.0,2045.97,0.0,0.0,0.0,Jan-2019,612.85,,Mar-2019,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,205155.0,1.0,3.0,1.0,4.0,3.0,36812.0,79.0,1.0,1.0,2776.0,62.0,20400.0,1.0,0.0,3.0,5.0,25644.0,9924.0,21.9,0.0,0.0,87.0,255.0,8.0,3.0,1.0,8.0,,3.0,,0.0,1.0,3.0,2.0,9.0,8.0,5.0,14.0,3.0,9.0,0.0,0.0,0.0,2.0,95.7,0.0,0.0,0.0,247433.0,41663.0,12700.0,46367.0,N,Cash,N
68377020,15000.0,15000.0,15000.0,36 months,5.32,451.73,A,A1,,,RENT,80000.0,Not Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,VA,20.18,0.0,Apr-1993,775.0,779.0,1.0,35.0,,30.0,0.0,41593.0,21.4,47.0,w,0.0,0.0,16241.2754893718,16241.28,15000.0,1241.28,0.0,0.0,0.0,Sep-2018,2244.3,,Sep-2018,799.0,795.0,0.0,,1.0,Individual,,,,0.0,0.0,330562.0,1.0,1.0,0.0,0.0,54.0,55536.0,,2.0,6.0,2491.0,21.0,194800.0,1.0,1.0,3.0,6.0,13773.0,114609.0,4.2,0.0,0.0,141.0,272.0,2.0,2.0,2.0,2.0,,1.0,35.0,0.0,7.0,12.0,12.0,19.0,6.0,28.0,39.0,12.0,30.0,0.0,0.0,0.0,2.0,97.9,0.0,0.0,0.0,537200.0,97129.0,119600.0,94400.0,N,Cash,N
68446746,12000.0,12000.0,12000.0,36 months,5.32,361.38,A,A1,Network Operation Engineer,4 years,MORTGAGE,53750.0,Source Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,AZ,15.3,1.0,Sep-2007,700.0,704.0,0.0,19.0,,8.0,0.0,3172.0,17.2,19.0,w,0.0,0.0,12463.54,12463.54,12000.0,463.54,0.0,0.0,0.0,Nov-2016,9219.99,,Dec-2018,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,142615.0,0.0,1.0,0.0,2.0,17.0,6468.0,22.0,0.0,0.0,0.0,22.0,18400.0,2.0,6.0,1.0,3.0,17827.0,8500.0,0.0,0.0,0.0,99.0,60.0,35.0,9.0,2.0,37.0,19.0,11.0,19.0,0.0,0.0,3.0,2.0,3.0,10.0,5.0,6.0,3.0,8.0,0.0,0.0,0.0,1.0,94.7,0.0,0.0,0.0,183062.0,11146.0,8500.0,29053.0,N,Cash,N
68537564,8000.0,8000.0,8000.0,36 months,10.78,261.08,B,B4,Counselor,< 1 year,MORTGAGE,45000.0,Not Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,MI,21.23,0.0,Jan-1998,670.0,674.0,0.0,34.0,,28.0,0.0,11141.0,35.5,69.0,w,0.0,0.0,9257.1024582076,9257.1,8000.0,1257.1,0.0,0.0,0.0,Mar-2018,252.27,,Mar-2019,769.0,765.0,0.0,61.0,1.0,Individual,,,,0.0,0.0,148154.0,2.0,2.0,0.0,1.0,13.0,136887.0,86.0,4.0,6.0,1984.0,49.0,31400.0,2.0,2.0,0.0,7.0,5926.0,1188.0,79.5,0.0,0.0,147.0,215.0,4.0,4.0,2.0,13.0,,13.0,34.0,1.0,3.0,11.0,3.0,6.0,21.0,25.0,45.0,12.0,27.0,0.0,0.0,0.0,4.0,97.1,100.0,0.0,0.0,168819.0,148154.0,5800.0,136996.0,N,Cash,N
68446784,12000.0,12000.0,12000.0,36 months,10.78,391.62,B,B4,Salesman,3 years,RENT,40000.0,Not Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,NJ,31.95,3.0,May-2008,665.0,669.0,0.0,9.0,,16.0,0.0,11008.0,41.4,22.0,w,0.0,0.0,13096.7322266628,13096.73,12000.0,1096.73,0.0,0.0,0.0,Jan-2017,8659.7,,Feb-2019,524.0,520.0,0.0,,1.0,Individual,,,,0.0,230.0,31915.0,0.0,2.0,1.0,1.0,12.0,20907.0,64.0,1.0,2.0,3058.0,54.0,26600.0,2.0,0.0,4.0,3.0,2128.0,10671.0,49.7,0.0,0.0,64.0,91.0,10.0,10.0,0.0,10.0,9.0,2.0,9.0,0.0,7.0,8.0,10.0,11.0,3.0,14.0,19.0,8.0,16.0,0.0,0.0,0.0,2.0,90.5,20.0,0.0,0.0,59420.0,31915.0,21200.0,32820.0,N,Cash,N
68376533,18000.0,18000.0,18000.0,36 months,7.49,559.83,A,A4,Systems Support Engineer,5 years,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,NH,25.65,0.0,Mar-2001,715.0,719.0,1.0,46.0,,12.0,0.0,7758.0,33.2,47.0,w,0.0,0.0,19771.097252642,19771.1,18000.0,1771.1,0.0,0.0,0.0,Oct-2017,8073.57,,Feb-2019,529.0,525.0,0.0,,1.0,Individual,,,,0.0,0.0,304914.0,3.0,6.0,2.0,3.0,6.0,94902.0,76.0,2.0,3.0,4829.0,65.0,23400.0,1.0,3.0,3.0,7.0,25410.0,12642.0,38.0,0.0,0.0,177.0,175.0,6.0,6.0,1.0,6.0,46.0,6.0,46.0,0.0,2.0,2.0,4.0,15.0,24.0,5.0,21.0,2.0,12.0,0.0,0.0,0.0,5.0,97.8,50.0,0.0,0.0,335119.0,102660.0,20400.0,107522.0,N,Cash,N
68476714,3600.0,3600.0,3600.0,36 months,11.48,118.68,B,B5,Systems Administrator,< 1 year,MORTGAGE,85000.0,Source Verified,Dec-2015,Fully Paid,n,debt_consolidation,Debt consolidation,VA,17.44,0.0,Apr-1994,675.0,679.0,2.0,,81.0,12.0,1.0,6952.0,28.7,23.0,w,0.0,0.0,4049.6250868030000,4049.63,3600.0,449.63,0.0,0.0,0.0,May-2017,2275.17,,Jan-2019,729.0,725.0,0.0,,1.0,Individual,,,,0.0,194.0,407032.0,0.0,3.0,1.0,3.0,9.0,35380.0,82.0,0.0,1.0,4288.0,63.0,24200.0,2.0,1.0,8.0,4.0,33919.0,15532.0,29.4,0.0,0.0,260.0,129.0,16.0,9.0,1.0,16.0,,1.0,,0.0,3.0,4.0,7.0,10.0,8.0,8.0,14.0,4.0,12.0,0.0,0.0,0.0,1.0,100.0,28.6,1.0,0.0,457315.0,42332.0,22000.0,43306.0,N,Cash,N
66615254,7200.0,7200.0,7200.0,36 months,17.27,257.67,D,D3,Department Manager ,9 years,OWN,20000.0,Verified,Dec-2015,Charged Off,n,debt_consolidation,Debt consolidation,MA,13.21,1.0,Apr-2003,705.0,709.0,1.0,23.0,,8.0,0.0,7302.0,32.6,17.0,w,0.0,0.0,3767.42,3767.42,2002.17,1041.44,0.0,723.81,130.2858,Dec-2016,257.67,,Jul-2018,549.0,545.0,0.0,,1.0,Individual,,,,0.0,0.0,7302.0,2.0,0.0,1.0,1.0,12.0,0.0,,3.0,4.0,5509.0,33.0,22400.0,2.0,0.0,3.0,5.0,913.0,9831.0,41.8,0.0,0.0,128.0,152.0,5.0,5.0,0.0,5.0,23.0,0.0,23.0,0.0,3.0,4.0,5.0,10.0,2.0,8.0,15.0,4.0,8.0,0.0,0.0,0.0,4.0,94.1,0.0,0.0,0.0,22400.0,7302.0,16900.0,0.0,N,Cash,Y
68396484,15000.0,15000.0,15000.0,60 months,13.44,344.69,C,C3,Counselor,4 years,RENT,77213.0,Source Verified,Dec-2015,Fully Paid,n,credit_card,Credit card refinancing,FL,18.17,0.0,Dec-2001,670.0,674.0,2.0,,76.0,17.0,1.0,59237.0,25.8,44.0,w,0.0,0.0,17307.0186828177,17307.02,15000.0,2307.02,0.0,0.0,0.0,Mar-2017,12793.18,,Jan-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,155521.0,2.0,2.0,0.0,0.0,45.0,96244.0,54.0,2.0,7.0,3046.0,36.0,80500.0,0.0,0.0,5.0,7.0,9720.0,6962.0,49.6,0.0,0.0,143.0,168.0,3.0,3.0,1.0,4.0,,1.0,,0.0,5.0,8.0,5.0,10.0,12.0,14.0,29.0,8.0,16.0,0.0,0.0,0.0,2.0,100.0,40.0,1.0,0.0,176208.0,155521.0,13800.0,95668.0,N,Cash,N
68416256,5000.0,5000.0,5000.0,36 months,9.8,160.87,B,B3,Accounts Payable Manager,6 years,OWN,72000.0,Not Verified,Dec-2015,Fully Paid,n,other,Other,NC,6.52,0.0,Jan-2002,710.0,714.0,0.0,,89.0,11.0,1.0,4838.0,56.3,20.0,f,0.0,0.0,5736.458009387,5736.46,5000.0,736.46,0.0,0.0,0.0,Apr-2018,1560.65,,Apr-2018,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,142064.0,0.0,6.0,0.0,0.0,62.0,15913.0,68.0,1.0,2.0,0.0,65.0,8600.0,0.0,3.0,1.0,3.0,12915.0,,,0.0,0.0,167.0,43.0,7.0,7.0,2.0,,,12.0,,0.0,0.0,3.0,0.0,0.0,14.0,4.0,4.0,3.0,11.0,0.0,0.0,0.0,2.0,100.0,,1.0,0.0,155131.0,20751.0,0.0,23281.0,N,Cash,N
